idego,idalter,actiondate,dailycontactcount
690,728,2013-Nov-21,2
713,901,2015-Feb-03,3
875,771,2014-Jul-23,1
601,613,2015-Jul-02,1
734,771,2012-Nov-26,1
205,1053,2012-Oct-06,1
398,404,2013-Dec-27,1
876,916,2013-Nov-01,2
1525,1650,2012-Jun-06,1
758,740,2015-Apr-20,1
881,583,2014-Aug-13,3
1467,344,2014-Jun-11,1
1112,1022,2013-Apr-22,1
737,702,2014-May-23,1
469,807,2012-Oct-07,4
226,233,2013-May-01,1
758,771,2015-Apr-28,1
205,161,2013-Jan-08,2
790,1312,2015-Feb-27,1
790,774,2014-Dec-28,8
731,720,2012-Dec-17,1
193,179,2012-Dec-10,2
642,469,2012-Nov-14,3
444,521,2012-Oct-20,4
694,696,2013-Oct-30,2
335,1457,2014-Apr-05,1
556,1219,2013-Feb-22,3
1736,1663,2012-Dec-14,1
1069,1080,2014-Apr-23,1
694,759,2013-Aug-06,1
1345,1239,2015-Sep-14,1
1334,208,2014-Oct-13,1
337,335,2014-Jan-06,1
701,806,2016-Apr-28,1
998,439,2015-Jun-10,1
1187,1170,2014-Apr-23,1
701,740,2015-Aug-03,1
728,635,2013-Aug-28,1
1328,1458,2013-May-27,1
601,572,2015-Jun-12,7
1018,444,2014-Nov-10,1
1560,706,2012-Nov-24,1
1017,1023,2015-Apr-24,2
876,771,2015-Jan-11,1
1094,620,2012-May-14,3
849,958,2013-Nov-17,3
625,404,2014-Oct-21,2
709,757,2012-Sep-20,1
205,257,2014-Nov-12,2
82,84,2014-Jan-09,3
704,759,2013-Jan-07,1
1549,1735,2012-Nov-16,4
790,773,2014-May-03,1
958,955,2013-Nov-04,5
203,204,2012-Oct-18,1
404,398,2015-Jan-20,2
709,716,2012-Sep-20,2
696,721,2014-Mar-12,1
976,578,2015-Mar-20,1
1115,1112,2013-Sep-28,1
790,1312,2014-May-28,1
259,205,2013-Jul-19,1
743,1600,2015-Dec-15,1
227,1678,2015-Feb-10,1
572,612,2014-Aug-21,3
1468,393,2012-Sep-28,4
731,709,2013-Dec-21,3
344,400,2014-Oct-20,1
827,817,2013-Nov-09,4
687,726,2014-Jul-10,1
1467,437,2014-Sep-09,1
773,1312,2013-Oct-22,1
1649,1530,2012-Oct-09,1
1144,951,2014-Dec-27,1
1053,203,2012-Sep-15,1
1006,995,2012-Dec-27,3
790,845,2014-Aug-16,1
775,687,2014-Dec-29,1
201,223,2012-Oct-08,1
1061,564,2014-Oct-15,1
257,418,2014-Jan-07,2
706,686,2013-Mar-22,1
400,342,2013-Apr-07,1
693,876,2014-May-03,6
913,852,2012-Sep-26,2
682,423,2013-Nov-06,1
572,601,2015-Apr-20,1
187,179,2012-Nov-28,1
1266,1314,2013-Dec-23,2
1467,344,2014-Nov-17,4
864,799,2013-Apr-12,1
344,331,2013-Nov-17,1
788,774,2013-Nov-18,1
916,762,2012-Sep-20,1
912,632,2012-Dec-28,3
702,744,2013-Oct-21,1
655,30,2015-Jul-01,1
676,1458,2014-Mar-11,1
702,806,2012-Nov-28,1
1065,592,2013-Jul-06,1
189,179,2013-May-20,3
231,215,2015-Feb-02,1
941,1285,2013-Jun-05,3
959,406,2013-Aug-05,1
951,1118,2013-May-29,5
357,356,2013-Nov-20,3
693,746,2015-Jan-17,1
757,1600,2015-Jul-07,1
648,1306,2012-Nov-16,1
635,579,2013-Oct-17,1
84,82,2013-Aug-27,6
627,1032,2012-Sep-29,1
570,862,2015-May-12,1
203,158,2015-Feb-15,2
791,1312,2012-Oct-03,1
702,916,2012-Oct-10,5
579,690,2014-Mar-17,1
945,763,2013-Oct-30,2
712,1126,2015-Mar-29,1
1453,609,2013-Dec-10,1
431,664,2013-Jan-02,1
592,619,2014-Apr-11,1
278,287,2014-Oct-31,4
1001,798,2013-Mar-06,1
592,1065,2013-May-29,1
888,823,2013-Dec-22,1
587,772,2013-Jan-06,1
845,1316,2012-Oct-20,2
418,259,2013-May-11,1
564,640,2013-Dec-22,1
333,344,2013-Apr-26,1
807,690,2013-Jan-25,3
342,344,2013-Oct-16,1
199,226,2013-Mar-07,1
775,876,2016-Apr-14,1
724,884,2013-Mar-25,3
203,1135,2014-Apr-01,1
736,731,2014-Sep-18,1
818,750,2014-Feb-09,2
1047,208,2013-May-29,1
619,750,2014-Aug-10,1
342,1457,2014-May-21,1
40,43,2013-Aug-28,1
257,1154,2012-Dec-10,1
703,734,2012-Oct-01,1
883,866,2013-Apr-12,1
1151,1111,2015-Dec-06,1
881,879,2014-Mar-15,1
171,177,2014-Oct-19,1
1468,344,2012-Nov-20,1
564,827,2014-Oct-24,1
1027,1055,2012-Aug-23,1
1561,1240,2012-Oct-03,1
1736,1735,2012-Oct-06,2
117,80,2013-Jul-18,1
909,946,2013-Oct-12,2
308,281,2014-Nov-18,1
1366,204,2013-Jun-18,1
1543,1539,2014-Aug-09,1
584,604,2015-Jun-12,1
227,213,2013-Sep-18,1
403,1467,2012-Nov-27,1
1053,208,2012-Oct-27,1
1184,1570,2014-Jun-27,1
736,709,2014-Jun-21,1
1083,1020,2012-Nov-23,1
321,377,2014-Oct-01,1
418,1317,2013-Dec-16,2
263,259,2013-Apr-02,10
1103,1083,2013-Sep-19,2
220,190,2014-Apr-15,1
330,399,2014-Mar-27,1
411,1622,2015-May-13,1
185,170,2012-Oct-15,1
981,849,2015-Jun-24,1
613,605,2015-Feb-17,2
399,356,2013-Dec-25,1
340,408,2014-Jul-17,1
211,216,2014-Jan-17,1
750,879,2014-May-24,3
1135,1458,2014-Dec-24,1
565,920,2014-Apr-29,3
1170,1184,2014-Sep-28,1
741,709,2014-Mar-27,1
433,1623,2016-Mar-05,1
1326,203,2013-Jul-15,1
693,740,2014-Nov-01,2
1396,39,2014-Jul-30,1
869,1312,2012-Dec-17,3
881,750,2015-Sep-13,1
916,704,2014-Jun-17,2
1561,1238,2012-Nov-06,1
863,828,2013-Apr-22,1
295,682,2014-Nov-08,1
612,1055,2014-Dec-22,1
1109,1020,2013-Mar-21,1
713,689,2013-Nov-28,3
632,578,2012-Nov-29,2
995,1101,2012-Dec-20,1
212,234,2013-Jun-26,1
316,299,2012-Feb-22,1
1061,879,2013-May-12,1
803,1063,2013-Jun-05,2
398,656,2013-Jun-15,2
1678,230,2013-Dec-19,1
578,579,2014-Dec-16,3
772,578,2012-Oct-29,1
579,578,2013-Apr-01,1
1032,601,2015-Mar-26,1
523,998,2013-Feb-19,2
750,583,2013-Jul-08,1
1377,1349,2013-Oct-27,2
759,757,2012-Nov-19,1
827,592,2012-Oct-24,2
807,714,2013-Apr-02,3
682,401,2012-Oct-02,2
620,927,2012-Sep-26,2
1151,1111,2013-Dec-03,1
555,683,2012-Oct-24,13
212,225,2012-Nov-08,2
1064,1300,2012-Oct-09,2
572,1014,2014-Dec-16,1
278,349,2014-Nov-12,4
625,398,2015-Jan-18,3
771,703,2012-Oct-25,1
564,827,2012-Oct-21,4
1053,203,2013-Oct-04,4
727,713,2013-Apr-15,15
418,258,2013-Mar-29,1
71,67,2011-Apr-22,1
343,345,2015-Sep-26,1
1600,744,2013-Nov-17,1
696,693,2014-Oct-06,1
740,693,2014-Apr-19,1
1515,421,2015-Oct-15,1
945,916,2013-Nov-16,2
418,161,2013-Jan-09,7
1320,1458,2012-Dec-07,1
1020,1011,2013-Feb-28,13
344,1467,2013-May-23,1
563,750,2013-Nov-05,1
1561,1410,2013-Jan-03,1
1101,1022,2012-Oct-18,1
257,1326,2013-Nov-05,1
1036,444,2012-Dec-05,1
704,740,2013-Mar-02,2
959,47,2012-Dec-10,1
726,806,2015-Oct-02,1
226,193,2013-Jun-23,1
564,827,2013-Feb-20,8
875,771,2015-May-19,1
976,578,2014-Mar-28,1
421,533,2015-Nov-02,1
663,664,2013-Jun-02,3
1376,565,2015-Sep-21,1
161,1332,2015-Jun-30,1
703,916,2013-Dec-02,1
909,634,2013-Aug-08,1
333,337,2014-Jan-17,1
780,727,2014-Jan-20,1
225,212,2013-Apr-13,2
693,737,2014-May-29,14
894,570,2015-Jul-08,1
259,1458,2014-Nov-22,1
625,679,2014-Sep-17,1
1410,1710,2013-Jan-31,1
110,82,2013-Jun-07,2
64,58,2014-Oct-27,3
817,564,2013-Jun-18,1
827,564,2013-Jun-06,2
1379,1416,2014-Feb-09,2
1120,1115,2012-Oct-12,1
1379,1345,2013-Aug-21,2
703,696,2012-Oct-07,2
185,189,2014-Apr-07,2
806,705,2012-Dec-19,4
87,108,2013-Aug-29,1
814,1634,2013-Jan-20,1
640,827,2015-Sep-15,2
1326,203,2014-Jul-01,1
1084,676,2012-Oct-17,1
706,690,2013-Jul-07,1
1117,1101,2015-Sep-30,1
215,220,2013-Jun-25,2
655,662,2012-Sep-20,7
1429,826,2015-Jan-04,2
879,881,2012-Nov-26,1
274,172,2015-Jun-30,1
71,57,2011-Jun-02,3
71,64,2012-Jan-02,1
602,592,2013-Jun-01,2
161,418,2013-Apr-08,1
578,636,2014-Dec-24,2
418,1053,2014-Mar-28,1
724,737,2011-Nov-26,1
263,1332,2013-Mar-03,2
863,799,2013-Oct-10,1
689,741,2013-Aug-17,3
743,875,2014-Nov-19,1
639,340,2015-Jun-10,1
469,690,2012-Oct-21,1
1154,257,2015-Nov-15,1
334,1457,2014-Dec-25,2
758,687,2014-May-20,2
798,1011,2013-Dec-08,4
808,751,2015-Feb-14,1
731,876,2014-Oct-09,1
1328,1317,2014-May-01,2
587,807,2012-Nov-01,1
235,202,2012-Oct-22,2
433,360,2014-Nov-11,1
836,869,2013-Apr-02,1
1455,827,2013-Feb-16,1
538,807,2012-Nov-20,1
258,208,2013-Nov-03,1
737,724,2011-Sep-27,1
640,564,2015-Jun-06,1
1037,827,2012-Dec-29,1
1038,1094,2015-May-16,1
1668,944,2013-Jun-16,6
596,881,2015-Oct-06,1
659,682,2013-Apr-29,7
772,807,2013-Feb-24,2
703,758,2014-May-24,1
790,808,2014-Apr-11,1
185,174,2013-Nov-01,1
1603,1680,2014-Sep-16,1
257,1084,2013-Mar-19,1
945,806,2012-Nov-20,12
709,720,2014-May-18,1
751,749,2014-May-04,3
894,867,2013-Mar-13,3
289,308,2014-Oct-29,1
1561,1239,2012-Nov-22,1
1236,1311,2013-Mar-20,1
881,580,2015-Sep-27,1
927,1039,2014-Dec-08,1
595,824,2012-Nov-05,1
704,771,2014-Jan-21,1
828,942,2014-Apr-17,1
359,360,2015-Jun-26,1
1065,562,2012-Sep-11,3
287,293,2015-Apr-15,2
71,57,2015-Aug-01,2
731,741,2014-Oct-28,1
875,701,2014-Sep-12,1
181,193,2013-Nov-27,1
403,333,2013-Feb-01,1
731,757,2013-May-18,1
1118,1283,2013-Nov-28,1
701,709,2012-Oct-28,2
619,586,2014-Dec-17,1
421,684,2013-Apr-29,1
959,47,2012-Nov-27,6
720,689,2014-May-24,1
881,827,2014-Jan-01,1
207,1458,2015-Jul-15,1
357,399,2014-Mar-16,1
509,394,2014-May-12,2
1452,689,2014-Dec-27,1
817,1061,2012-Dec-30,1
1395,795,2013-Apr-15,1
1239,1238,2012-Oct-20,1
411,1622,2011-Aug-16,2
161,418,2013-Oct-15,1
180,1676,2012-Oct-25,4
1097,1001,2013-Apr-15,1
790,788,2013-May-26,2
1413,1411,2014-Oct-13,1
1523,1545,2014-Nov-14,1
1311,1315,2012-Feb-02,2
241,233,2015-Mar-10,1
509,959,2015-Oct-14,1
687,720,2013-Oct-30,10
682,459,2015-Mar-23,1
533,663,2014-Jun-20,1
1011,1015,2012-Dec-06,3
1260,1270,2014-Apr-26,1
701,875,2014-Jan-25,1
205,161,2013-Feb-08,1
819,852,2012-Dec-25,3
87,81,2013-Dec-20,1
158,1076,2014-Jan-16,3
234,231,2013-Feb-17,1
817,859,2013-Nov-06,2
161,257,2014-Jul-02,1
704,757,2013-Nov-22,1
1247,1345,2015-Mar-27,1
788,845,2013-Apr-17,2
1055,588,2014-Jan-17,1
875,1600,2015-Jun-06,1
788,790,2014-Mar-18,2
344,393,2015-Nov-21,1
627,572,2014-Jul-25,5
876,702,2013-Mar-29,3
927,604,2015-Jul-05,1
659,684,2013-Sep-26,3
713,875,2013-Mar-30,1
1378,1355,2014-Jan-06,4
259,157,2015-Apr-08,1
744,702,2013-Apr-01,1
713,884,2015-Jan-27,1
638,357,2014-May-06,1
564,818,2013-Dec-11,1
640,817,2015-Jul-03,1
1251,1247,2013-Dec-23,1
393,400,2013-Oct-27,1
1736,1523,2014-Apr-07,3
308,363,2014-Oct-16,1
197,190,2014-Apr-08,1
207,161,2015-Aug-20,1
1312,783,2012-Oct-18,1
591,581,2013-Jun-02,1
339,335,2015-Dec-18,1
417,1335,2013-Jan-21,1
693,884,2013-Oct-08,1
1308,1064,2015-Aug-08,1
951,1668,2014-Sep-28,2
225,213,2012-Nov-11,1
1600,875,2013-Apr-12,1
616,879,2012-Nov-02,3
790,808,2013-Oct-17,1
901,806,2012-Nov-25,2
909,807,2013-Apr-03,1
215,178,2014-Apr-01,1
1332,418,2013-Jul-22,1
750,879,2014-Jun-03,1
712,746,2014-Apr-19,1
693,806,2014-Nov-19,1
824,586,2014-May-08,1
775,694,2014-Sep-03,1
709,737,2014-Oct-26,1
207,1143,2015-Dec-30,1
758,884,2013-Sep-17,3
257,259,2015-Apr-28,1
619,589,2014-Oct-26,1
806,874,2012-Dec-17,1
84,110,2014-Jan-31,2
689,741,2013-Mar-29,6
1328,161,2015-Oct-19,1
958,944,2012-Sep-23,15
737,775,2014-May-22,1
642,807,2013-Apr-28,4
333,344,2014-Jun-26,1
1366,205,2015-Aug-21,1
619,817,2013-Dec-30,1
807,478,2013-Mar-18,2
335,399,2014-Jul-24,1
1549,1737,2012-Nov-17,2
1112,1223,2012-Oct-25,5
110,93,2014-Feb-21,1
223,229,2013-Sep-30,1
190,1673,2013-Dec-09,4
67,71,2010-Oct-03,1
1001,1097,2013-May-04,5
588,605,2015-Feb-02,1
1473,537,2012-Dec-07,2
182,220,2014-Apr-18,1
807,578,2013-Aug-20,2
1240,1268,2012-Nov-12,1
159,1331,2012-Nov-24,1
960,406,2012-Nov-28,1
783,1312,2012-Dec-15,2
875,709,2013-May-21,1
207,161,2013-Mar-31,2
1135,418,2014-Mar-11,2
1317,263,2014-Oct-15,4
478,578,2013-Oct-25,2
757,806,2012-Nov-25,13
697,689,2014-May-09,1
564,1453,2013-Jul-13,1
927,572,2014-Feb-26,1
583,881,2014-Jun-26,1
640,750,2013-Nov-02,1
586,619,2014-Apr-10,1
607,1023,2015-Sep-19,1
828,800,2015-Jul-22,1
609,563,2014-Mar-12,3
774,751,2012-Nov-28,3
689,806,2013-Oct-09,1
806,757,2012-Oct-18,9
444,450,2013-Jun-30,1
259,418,2015-Jun-06,1
578,579,2014-Jul-12,1
1154,1458,2012-Oct-16,1
662,1275,2011-Oct-26,1
743,1600,2014-Apr-14,3
1573,1570,2014-Jan-11,2
1112,1001,2013-Aug-27,1
331,333,2012-Nov-13,2
431,533,2014-May-18,3
790,773,2013-May-24,2
185,195,2013-Jun-09,2
795,48,2013-Oct-29,2
734,716,2014-Dec-13,1
806,757,2012-Dec-14,4
806,875,2013-Feb-21,1
1355,1378,2014-Feb-09,2
158,1053,2014-Mar-11,6
1053,203,2012-Dec-27,1
96,93,2014-Aug-21,1
694,740,2016-Jan-12,1
593,586,2014-Jan-11,1
1577,1345,2014-Aug-04,4
696,743,2012-Sep-25,1
1112,1001,2013-Jun-10,2
592,609,2012-Oct-28,1
1020,1101,2013-Mar-20,13
1413,1379,2012-Sep-27,1
420,659,2013-Sep-15,1
1248,1260,2013-Apr-19,1
1600,731,2015-Dec-21,1
1053,258,2012-Sep-16,2
1570,1178,2014-Jan-20,1
431,533,2012-Oct-31,4
1006,1015,2015-May-16,2
709,874,2015-Jan-11,2
216,202,2015-Sep-07,2
1560,807,2012-Nov-01,1
215,181,2014-Jul-03,1
916,734,2012-Oct-07,1
817,565,2014-Mar-18,1
951,1272,2013-Dec-08,1
772,587,2013-Oct-08,1
207,204,2013-Oct-31,1
1005,1044,2013-Dec-05,1
185,175,2013-May-20,1
207,1458,2014-Jan-19,1
863,1005,2013-May-18,1
1345,1379,2013-Oct-01,2
759,702,2013-Jun-06,1
331,333,2014-Dec-23,1
234,219,2014-Aug-19,2
665,401,2013-Feb-23,2
1080,1064,2013-Apr-27,1
331,344,2013-Nov-29,1
760,31,2015-Dec-01,1
229,1678,2013-Jul-01,1
187,181,2013-Sep-19,2
589,619,2013-Dec-06,1
1103,1117,2012-Nov-11,1
564,859,2014-Sep-21,1
775,702,2012-Dec-12,1
790,1312,2013-Feb-09,1
1055,611,2015-Jan-20,1
263,672,2015-Jun-16,1
951,944,2013-Feb-23,3
426,541,2014-Apr-22,1
788,869,2013-Jun-20,2
689,874,2012-Nov-26,1
1065,592,2014-Jul-14,1
1539,1654,2014-Mar-27,1
175,179,2012-Nov-22,2
1458,1135,2013-Jul-16,1
613,601,2015-Jul-01,2
876,726,2012-Dec-19,6
916,1452,2013-Oct-02,1
790,783,2013-Oct-24,1
976,691,2012-Jan-01,1
1023,1060,2015-Apr-06,1
461,558,2014-Dec-25,2
734,694,2014-Oct-22,1
884,875,2012-Dec-24,3
1320,1323,2014-Aug-02,1
807,587,2013-Dec-02,1
212,213,2013-Dec-03,2
1032,572,2013-Mar-25,1
570,819,2014-May-28,4
740,693,2013-May-09,2
42,90,2013-Oct-31,1
845,808,2015-Jul-03,1
595,592,2013-Sep-14,1
1523,1737,2013-Aug-30,1
941,1064,2012-Dec-04,1
1600,743,2014-Mar-15,2
682,423,2012-Nov-24,1
1467,356,2014-Apr-20,1
759,705,2014-Oct-28,1
807,714,2012-Nov-29,1
1247,1253,2013-Jun-12,2
693,709,2014-Oct-29,4
703,757,2014-Apr-24,1
296,360,2016-Apr-23,1
709,702,2012-Dec-07,1
586,818,2012-Dec-02,1
400,329,2013-May-05,2
1266,1561,2013-Feb-03,1
949,942,2014-Jan-10,3
431,663,2013-Oct-05,1
689,874,2012-Nov-01,1
1239,1710,2014-Sep-24,1
876,763,2012-Dec-17,3
1561,1239,2012-Oct-27,2
1468,343,2015-May-14,1
110,84,2015-Mar-28,2
946,686,2013-Sep-07,3
857,949,2012-Dec-21,4
845,751,2015-Nov-06,2
334,344,2012-Oct-27,1
743,876,2014-Mar-01,1
588,613,2015-Mar-01,1
1656,1737,2013-Jul-23,2
798,1001,2013-Jan-17,1
1061,564,2014-Jul-11,1
200,179,2012-Sep-21,3
564,640,2014-Sep-07,2
994,882,2014-Sep-21,1
783,815,2012-Sep-27,9
875,701,2014-Oct-25,1
1154,259,2014-Oct-19,3
344,1467,2015-Mar-21,1
709,741,2013-Jul-27,1
588,612,2015-Oct-06,1
721,689,2012-Sep-23,1
983,951,2014-May-31,1
806,740,2013-Mar-10,7
1600,875,2013-Aug-26,2
556,499,2012-Oct-31,2
420,682,2015-Jun-08,1
1467,638,2013-Jun-14,1
1737,1656,2013-Jul-12,1
689,720,2013-Jun-02,1
818,583,2012-Oct-02,1
1061,619,2014-May-25,1
702,697,2013-Sep-15,1
1180,1201,2014-Feb-07,1
357,330,2014-Jun-16,2
875,693,2015-Nov-19,1
423,685,2014-Feb-17,1
233,226,2013-Nov-13,1
640,827,2014-Jul-23,1
226,211,2012-Oct-27,1
740,884,2013-Mar-24,2
951,1668,2015-Jul-14,1
1673,190,2013-Jan-06,1
1315,1311,2013-Oct-04,6
640,818,2014-Jan-27,1
572,627,2015-Jul-16,1
1312,782,2013-May-04,6
662,769,2012-Dec-27,1
734,712,2013-Apr-14,1
1053,257,2013-Feb-21,1
693,740,2014-Mar-29,2
1115,1020,2013-Feb-24,1
1037,583,2014-May-11,2
399,639,2014-Dec-18,1
709,876,2013-Apr-19,1
1328,161,2013-Apr-16,1
815,1312,2012-Sep-23,2
1675,216,2015-Sep-07,1
226,244,2013-Jul-15,2
976,578,2014-Jun-06,1
47,960,2013-Jan-10,1
1543,1538,2013-Jun-23,1
693,1600,2013-Jan-08,2
845,790,2012-Nov-06,1
706,699,2013-Oct-04,1
1072,944,2014-Dec-24,3
790,751,2014-Dec-18,2
407,1490,2013-Mar-23,1
806,875,2013-Mar-03,1
806,757,2012-Oct-26,1
206,418,2014-Apr-05,1
740,687,2015-Jun-10,4
524,461,2015-Jun-30,1
975,862,2015-May-15,1
679,625,2014-Oct-22,1
563,564,2016-Jan-05,1
697,775,2013-Aug-31,3
208,207,2013-Apr-18,2
613,600,2012-Dec-21,1
1315,1311,2012-Apr-13,4
1416,1236,2013-Oct-03,1
1366,1047,2014-May-31,1
1069,1068,2012-Nov-05,1
912,909,2014-Mar-24,1
771,721,2014-Oct-29,1
857,948,2012-Dec-01,1
1011,1115,2012-Dec-24,2
824,586,2014-Jun-07,1
713,736,2014-Feb-02,1
208,1320,2013-Nov-10,2
1312,845,2013-Sep-14,1
1240,1266,2012-Oct-12,3
916,771,2015-Dec-03,1
1312,808,2013-Feb-24,2
694,689,2013-Feb-27,1
1117,1006,2013-May-17,1
1266,1238,2012-Sep-22,1
334,403,2014-Jun-25,1
564,750,2014-May-02,1
225,223,2013-Oct-25,1
687,693,2013-Oct-31,1
1011,1006,2012-Dec-01,4
815,751,2013-Aug-31,1
713,758,2015-Jun-17,1
1266,1314,2012-Oct-12,1
741,709,2012-Dec-20,1
344,335,2015-Jan-14,2
836,751,2012-Oct-19,1
1738,1649,2012-Nov-24,1
593,564,2015-Apr-01,1
596,881,2013-Sep-10,1
1239,1238,2014-Nov-01,3
226,215,2012-Nov-11,4
587,690,2013-Oct-29,1
817,595,2013-Jan-14,1
1334,1328,2013-Dec-29,1
1088,1084,2013-Apr-12,1
1100,882,2013-Nov-18,1
757,726,2014-Jun-22,1
185,215,2012-Nov-27,3
635,728,2013-Jul-03,4
790,815,2014-Nov-09,1
857,860,2013-Sep-23,1
606,572,2013-Apr-08,4
849,981,2013-Nov-25,3
734,689,2013-Mar-15,5
356,1467,2012-Oct-18,2
1600,737,2014-May-11,6
635,587,2014-Jan-14,1
1239,1345,2015-Apr-03,2
740,709,2013-Jun-13,1
696,884,2013-Jun-29,2
740,806,2013-May-19,1
689,703,2013-Oct-30,2
588,927,2015-Feb-04,1
259,1154,2015-Jan-09,1
1023,607,2012-Sep-23,2
703,689,2014-May-09,1
233,234,2013-Mar-09,1
640,593,2015-Sep-30,1
1139,1011,2013-Oct-19,1
774,751,2012-Dec-28,1
480,952,2012-Oct-29,1
161,207,2012-Sep-25,1
604,588,2013-Dec-30,1
208,259,2015-May-06,3
1177,1198,2014-Dec-21,2
694,874,2012-Nov-01,5
403,330,2015-Feb-01,1
1233,894,2014-Oct-31,1
916,703,2013-Feb-20,2
701,762,2012-Oct-13,1
994,863,2012-Oct-10,1
875,916,2014-May-15,1
399,330,2014-Nov-11,1
806,720,2012-Oct-12,2
1560,912,2013-Apr-06,1
703,875,2014-Apr-15,2
1068,961,2014-Mar-11,2
592,1376,2014-Oct-09,3
706,1560,2012-Nov-02,2
875,743,2013-Jun-21,1
689,740,2015-Jul-01,1
1312,751,2012-Sep-17,1
1619,468,2015-Nov-28,1
676,208,2012-Oct-04,1
564,583,2015-Oct-14,1
578,579,2013-Sep-20,1
589,619,2013-Oct-13,3
205,204,2014-Mar-27,1
278,287,2014-Oct-03,1
1453,599,2013-Nov-02,1
174,220,2015-Jun-04,1
197,190,2015-Dec-17,1
259,161,2013-Jan-30,1
702,687,2015-Jan-08,1
357,342,2014-Mar-15,3
407,1490,2012-Oct-02,1
690,714,2012-Nov-09,1
601,1026,2015-Dec-05,1
941,1285,2012-Dec-02,1
1678,227,2015-Jul-27,1
1622,296,2012-Jun-12,1
709,771,2015-May-05,1
605,601,2012-Oct-18,7
788,1312,2013-Jan-02,1
740,693,2013-Jun-20,1
788,790,2014-Jan-24,3
149,376,2014-Jun-02,1
662,1275,2011-Oct-06,14
741,775,2014-Aug-12,2
790,815,2012-Oct-24,1
84,110,2013-Aug-06,4
828,854,2014-Feb-27,3
1600,876,2014-Apr-19,2
884,704,2012-Dec-29,2
581,612,2015-May-31,1
790,815,2013-May-18,1
888,896,2013-Oct-04,1
71,58,2013-May-02,2
565,564,2015-Jul-20,2
1283,951,2014-Dec-27,2
1020,1115,2013-Apr-23,1
703,726,2014-Oct-29,2
203,158,2014-Oct-29,1
1397,41,2013-Jul-13,2
257,418,2014-Jan-28,1
945,689,2015-Jun-30,4
788,815,2012-Oct-31,1
807,909,2014-Feb-11,8
1331,161,2015-May-07,2
706,807,2013-Oct-02,2
587,579,2013-Apr-15,5
1658,1656,2014-May-12,1
1009,1001,2015-Mar-21,1
605,601,2012-Dec-11,2
774,749,2012-Dec-05,4
869,774,2012-Sep-27,1
672,205,2014-Dec-29,1
724,702,2013-Feb-27,1
1315,1311,2011-Sep-02,11
702,759,2014-Nov-13,1
807,690,2012-Oct-12,5
1317,258,2014-Sep-20,1
682,295,2016-Jan-08,1
703,806,2013-May-28,1
859,583,2013-Sep-05,1
743,771,2013-Mar-21,1
306,282,2012-Dec-05,2
703,704,2013-Apr-25,3
207,1328,2015-Oct-30,1
758,701,2015-Oct-22,2
705,720,2015-Mar-17,1
1351,1352,2013-Apr-22,1
587,642,2012-Oct-29,1
469,690,2015-Jan-10,1
257,161,2015-Oct-28,1
56,57,2011-Jul-31,1
334,399,2014-Feb-18,1
1022,1098,2013-Sep-26,1
1334,1366,2012-Sep-15,1
808,790,2012-Dec-12,2
1109,1101,2013-Apr-17,1
1112,798,2014-Jul-02,4
1312,774,2012-Dec-18,4
737,694,2014-Oct-29,2
205,1084,2012-Oct-28,1
737,762,2014-Jun-05,1
588,612,2015-Apr-15,1
1658,1737,2013-Sep-04,1
158,203,2015-Jul-24,1
721,709,2013-Feb-28,1
1561,1345,2014-Jun-09,1
1317,1135,2014-Jun-20,5
240,225,2013-Oct-07,1
1154,203,2014-Oct-27,1
1311,1315,2012-Feb-06,1
1355,1378,2013-Dec-31,1
1678,220,2013-Sep-22,1
206,1154,2013-May-02,3
80,89,2015-Apr-08,1
771,762,2014-Feb-05,1
876,740,2015-Jun-15,1
827,1376,2013-Dec-15,1
578,933,2013-Sep-07,8
941,1080,2012-Nov-11,2
523,444,2012-Oct-27,1
691,946,2012-Dec-05,1
1467,339,2013-May-23,1
1171,1177,2012-Oct-06,1
226,235,2015-Mar-28,1
696,687,2013-Jul-14,2
713,884,2013-Jan-13,7
652,104,2013-Mar-18,1
44,406,2012-Dec-05,1
876,720,2014-Oct-21,1
1320,1323,2013-Jun-10,1
406,959,2013-Jan-07,1
1654,1645,2014-Oct-06,1
709,741,2013-May-22,2
170,179,2013-Jun-04,1
690,714,2012-Oct-13,1
773,751,2013-Sep-19,1
569,1376,2012-Dec-07,2
656,412,2016-Jan-11,1
98,1397,2014-Jan-02,1
219,234,2015-May-01,1
468,656,2015-Nov-13,1
592,619,2014-Apr-20,1
1453,589,2015-Jan-21,1
606,1059,2013-Jan-08,1
161,1317,2014-Nov-05,1
1272,1068,2013-Sep-27,3
676,204,2013-Jun-11,1
774,749,2012-Oct-26,4
334,1467,2014-Apr-29,2
790,815,2014-Nov-24,1
693,876,2014-May-18,3
599,980,2012-Oct-10,2
859,1037,2014-Feb-28,1
663,431,2013-Apr-08,1
579,578,2013-Jun-02,8
774,790,2013-Sep-13,2
564,609,2014-Jun-07,1
704,916,2012-Oct-28,1
639,1467,2013-Jan-27,5
1117,1103,2013-Apr-11,1
881,583,2014-Sep-19,2
689,694,2013-Jan-10,2
584,1027,2015-Jun-30,1
587,579,2012-Dec-16,1
727,876,2016-Apr-15,1
176,187,2012-Oct-22,5
1349,1380,2015-Dec-30,1
881,879,2015-Jul-31,2
399,331,2014-Feb-26,1
693,771,2015-Nov-10,1
1332,1143,2015-Jan-06,1
563,698,2012-Oct-06,1
257,1331,2013-Mar-14,2
